FOSSIL ID,DATE,INQUIRY ID,AMNH ID,FOSSIL?,INQUIRY EMAIL,AMNH RESPONSE EMAIL
37,4 Aug 2015,Fossil,Stigmarian rhizomorph,Y,"From: Michael  Sent: Tuesday, August 04, 2015 11:08 AM  Subject: Identification of fossil
I found this on the shore of the Vermilion River in Illinois. It's in the same area as the Mazon creek. (PENNSYLVANIA PERIOD). All my searching turned up nothing. Please can you help me. What was it?

From: Michael Sent: Tuesday, August 04, 2015 11:18 AM  Subject: Identification of fossil
I am an amateur.  I found this on the shore of the vermilion river in Illinois. It is the same area as the Mazon creek. Please help me. What was it?

From: Michael Sent: Tuesday, August 04, 2015 3:07 PM  Subject: RE: Identification of fossil
Thank you for the speedy response.  This specimen is very hard and heavy. Does that indicate to you that it might be petrfied. If so, how can I be certain? Disect and polish?","From: Carl Mehling  Sent: Tuesday, August 04, 2015 11:31 AM To: 'Michael' Subject: RE: Identification of fossil
Hi Michael,
Thanks for your email. Looks like you found a stigmarian rhizomorph (often referred to as Stigmaria) of a lycopsid (club moss) tree. Lycopsids (such as Sigillaria and Lepidodendron) were one of the main ingredients in the PA coal that helped fire the Industrial Revolution. They were exceptionally common in the Pennsylvanian Period (~ 299-323 million years ago) and, as you know, this is the age of the Mazon Creek fossils. You'll sometimes hear stigmarian rhizomorph called “roots,” but these giant lycopsids weren't like modern trees in several respects (that's one of the things that makes them so interesting). If I have my head screwed on right, the rhizomorphs were support structures like modern tree roots but they were often photosynthetic, unlike modern tree roots. Many reconstructions have them exposed at the surface or in shallow water to they could access the sunlight. The dimples all of your specimen are where smaller rootlike structures radiated out from the rhizomorph. Typically, rhizomorphs are preserved as casts, not truly petrified remains, and yours has that look about it. Google “Stigmaria” for many images of these fossils. Nice find!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 04, 2015 3:49 PM To: 'Michael' Subject: RE: Identification of fossil
Hi Michael,
It would be hard and heavy whether it was a cast or petrified. The only real way to tell would be the break/cut it transversely and observe the micro-texture. Polishing would certainly help here.
Best,
Carl"
38,4 Aug 2015,"Possible fossil impressions of a scaly, reptilian type texture, similar to a snake's skin",Fossil lycopsids,Y,"From: David Sent: Tuesday, August 04, 2015 2:54 PM  Subject: PA Fossil Identification Help
Dear Mr. Carl Mehling, 
During an excursion with my children today, August 4, 2015, I discovered two pieces of shale that featured what appear to be fossilized remains of some kind. Both pieces came from the same location along the base of the northern end of a quarry pit, Route 487 on Red Rock Mountain, within Ricketts Glen State Park, PA. 
Immediately upon finding the pieces, I noticed both had impressions of a scaly, reptilian type texture, similar to a snake's skin. Knowing that prehistoric animal fossils aren't too common in Pennsylvania, as opposed to plant fossils, I wanted to try and determine if these samples are indeed from an animal of some kind. 
Please be so kind as to lend your expertise to helping us identify what life form is represented in the photos included. 
Deepest gratitude,
David

From: David  Sent: Monday, August 17, 2015 2:14 PM  Subject: Re: PA Fossil Identification Help
Hi Carl, 
Thank you so incredibly much for your assistance. These will stir excellent discussions in class for my children! 
You've made our day :)
Best, 
David","From: Carl Mehling  Sent: Tuesday, August 04, 2015 3:56 PM To: 'David' Cc: Carl Mehling Subject: RE: PA Fossil Identification Help
Hi David,
Thanks for your email. I am about to leave on vacation, returning on the 17th. I won’t be able to give you a full answer until then but I will say that I agree that it is fossil and I feel strongly that they are both plants. Stand by!
Best, Carl

From: Carl Mehling  Sent: Monday, August 17, 2015 11:55 AM To: 'David' Subject: RE: PA Fossil Identification Help
Hi again, David. Thanks for your patience. Your fossils look like Coal Age plants. 
The first is either a stigmarian rhizomorph (often referred to as Stigmaria) of a lycopsid (club moss) tree or a large branch from the same kind of tree. Lycopsids (such as Sigillaria and Lepidodendron) were one of the main ingredients in the PA coal that helped fire the Industrial Revolution. They were exceptionally common in the Pennsylvanian Period (~ 299-323 million years ago). 
You'll sometimes hear stigmarian rhizomorphs called “roots,” but these giant lycopsids weren't like modern trees in several respects (that's one of the things that makes them so interesting). If I have my head screwed on right, the rhizomorphs were support structures like modern tree roots but they were often photosynthetic, unlike modern tree roots. Many reconstructions have them exposed at the surface or in shallow water to they could access the sunlight via radiating, smaller rootlike structures. If yours is a rhizomorph, the ‘fuzz’ extending beyond the main structure would be these smaller structures. If this is a branch, these represent the thin, straplike leaves of the tree. 
The other specimen is harder to read but is likely the periderm of this same kind of tree. The periderm was the exterior, photosynthetic covering of the tree’s trunk.
Nice finds! Best, Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 9:54 AM To: 'David' Subject: RE: PA Fossil Identification Help
My pleasure!"
39,5 Aug 2015,Possible fossil insect or maybe fish or crab,Possible olenellid trilobite,M,"From: Jeffrey Sent: Wednesday, August 05, 2015 5:33 PM  Subject: A Fossil I Found On Cape Cod
Mr. Carl M. Mehling
Hello Sir. I found a fossil on Cape Cod last week at Chapin Beach, in the town of Dennis.
I am including some pictures I took so you can hopefully help me identify what it is.
The picture quality is fair to good. I can always take more and send them to you if need be. 
It appears to be that of an insect. you can clearly make out the body and what appear to be two delta shaped wings, and at the head there are what appears to be two antenna, but it could be a fish or a crab for all I know. 
I appreciate any time you can give in determining its identity and any other information.
Thanks again!
Sincerely,   Jeffrey

From: Jeffrey Sent: Tuesday, August 18, 2015 3:33 PM  Subject: More photos
Hello Carl,
Thanks for your efforts trying to identify this thing. I am sending you these pics as requested. I hope you can see details that you were
unable to in the previous ones. A friend of mine suggested trilobite also, but all of the pics I've seen of those don't look like this one.
Thank you for all of your help.

From: Jeffrey Sent: Tuesday, August 18, 2015 9:52 PM  Subject: RE: More photos
Well that settles it then. Thank you so much for all of your help and please thank your fellow co-worker and friend Melanie as well. 
Sincerely, and my best wishes, Jeffrey","From: Carl Mehling  Sent: Monday, August 17, 2015 12:31 PM To: 'Jeffrey' Subject: RE: A Fossil I Found On Cape Cod
Hi Jeffrey,
Thanks for your email. The photos are a bit hard to make out – they’re a bit fuzzy and the lighting is poor. But I think I am seeing a trilobite there. Trilobites are marine arthropods that lived on Earth from about 550-250 million years ago. If I’m seeing a trilobite what you have is the front half. And I can’t claim to know my trilobites very well but it could be something quite like Olenellus (https://www.google.com/search?q=olenellid&es_sm=93&source=lnms&tbm=isch&sa=X&ved=0CAkQ_AUoA2oVChMI5ZmR9MOwxwIVwTs-Ch1QGAdz&biw=1663&bih=989#nfpr=1&tbm=isch&q=olenellus). Trilobites of this kind are extremely old and rocks of this age do not occur on Cape Cod. In all likelihood, again, if this is a trilobite, it was transported from somewhere to the north by glaciers. Finding its true age would be very tricky. Can you maybe take some sharper pictures in sunlight? And strong light from the side could also bring up some details.
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 4:21 PM To: Melanie Subject: Possible Trilobite?
Hi Melanie,
Someone sent me this oddity found on Cape Cod at Chapin Beach, in the town of Dennis. Might it be a trilobite?
Thanks, Carl
[I attached the 4th of the new pictures]

From: Melanie  Sent: Tuesday, August 18, 2015 4:48 PM To: Carl Mehling Subject: RE: Possible Trilobite?
Looks like one to me…possibly a Cambrian olenellid (similar ones have been found in other parts of MA).

From: Carl Mehling  Sent: Tuesday, August 18, 2015 4:50 PM To: Melanie Subject: RE: Possible Trilobite?
I actually told him it might be an olenellid!!! Thanks!

From: Carl Mehling  Sent: Tuesday, August 18, 2015 4:53 PM To: 'Jeffrey' Subject: RE: More photos
Hi Jeffrey,
I sent one of the photos to our curator of trilobites, Melanie Hopkins, asking if it might be a trilobite and she said:
“Looks like one to me…possibly a Cambrian olenellid (similar ones have been found in other parts of MA).”
Whew! I was right! And congrats on a pretty cool and rare find! And FYI the Cambrian was ~485-540 million years ago.
Best, Carl

From: Carl Mehling  Sent: Wednesday, August 19, 2015 11:16 AM To: 'Jeffrey' Cc: Melanie Subject: RE: More photos
Our pleasure, Jeffrey! Congrats on a fine find!
-Carl"
40,9 Aug 2015,Presumable fossil skeleton,Possible ammonite,M,"From: Greg Sent: Sunday, August 09, 2015 11:08 AM  Subject: Bones
Found this skeleton in Montana. 

From: Greg Sent: Sunday, August 09, 2015 11:08 AM  Subject: Bones

From: Greg Sent: Sunday, August 09, 2015 11:09 AM To: Carl Mehling Subject: Bones

From: Greg Sent: Monday, August 17, 2015 9:57 PM  Subject: Re: Bones
Bones are from Forsyth Montana, there are 2 broken off Spurs on the outside radius of the bone. I'm puzzled by the plate things that are by the bones. I'm in the process of getting a new internet server and can't look back to what pics I sent you. I do remember what I thought looked like a spinal column having a tight radius bend that kind of seemed peculiar. Plate things and 3/4"" diameter Spurs on the outside radius are an unanswered question for me. 

From: Greg  Sent: Wednesday, September 02, 2015 1:55 PM  Subject: Re: Fossils 
Other finds in that area indicate that area was under an ocean. 
I'm leaning toward ammonite myself, any value to these?

From: Greg [mailto:gmoore@wildblue.net]  Sent: Wednesday, September 02, 2015 10:49 AM To: Carl Mehling Subject: Fossils 
Went back to Montana and took a day to poke around a little. Couldn't find the original fossil pile but we found a second similar one. This pile didn't have the blade things near it like the first one did.  They were scattered down the hill for 30'. I put them together in an order that kind of looks like they fit. ","From: Carl Mehling  Sent: Tuesday, August 18, 2015 10:09 AM To: 'Greg' Subject: RE: Bones
Hi Greg,
I still don't see any bones there. But I looked into the fossils near Forsyth and ammonites are indeed found near there. I think ammonite is a likely identification.
Best,
Carl

From: Carl Mehling  Sent: Monday, August 17, 2015 4:22 PM To: 'Greg' Subject: RE: Bones
Hi Greg,
Thanks for your email. I've had a look at your photos and feel strongly that it's not a skeleton. But it might be a fossil of some kind. I'm having trouble making it out, however. Can you shoot it in bright light from a few angles? Right now I am thinking it could be a part of an ammonite. Ammonites are ancient, shelled relatives of octopuses. And in some areas of Montana they are very common. It might also help to have a tighter description  of where it was found.
Best,
Carl

From: Carl Mehling  Sent: Wednesday, September 02, 2015 1:44 PM To: 'Greg' Subject: RE: Fossils 
Hi Greg,
They are still very hard to read but I still definitely think they are chunks of weathered ammonites rather than bones of any kind.
Best,
Carl 

From: Carl Mehling  Sent: Friday, September 04, 2015 2:52 PM To: 'Greg' Subject: RE: Fossils 
Hi Greg,
We don't do appraisals but I can say that in many areas, especially certain areas in MT, these are very common.
Best,
Carl"
41,10 Aug 2015,Fossil tooth or coral,Mostly fossil crinoids with bivalve or brachiopod,Y,"From: Matt  Sent: Monday, August 10, 2015 7:02 PM  Subject: Fossil
Hi Carl, 
My kids found this in a stream we play in in north east Oklahoma. They think it's a tooth, after looking at your pics I'm thinking coral.
Could you lend a hand?
Thanks in advance,
Matt

From: Matt  Sent: Monday, August 17, 2015 5:19 PM  Subject: Re: Fossil
Fantastic insight thank you so much!  My kids will love it, thanks again !
Matt","From: Carl Mehling  Sent: Monday, August 17, 2015 4:39 PM To: 'Matt' Subject: RE: Fossil
Hi Matt,
Thanks for your email. No tooth or coral there but I'd say there are definitely fossils! What you have is a chunk of limestone that at one time was the sea floor. The majority of the fossils in there (the circles, tubes, and rectangles) are molds of crinoid columnals. Crinoids are stemmed relatives of starfish that go back 100s of millions of years and are still found in today's seas, and columnals are the individual stacked elements of their stems. You also have at least one sea shell (a bivalve or a brachiopod) in there: the feathery-looking mark. The rocks of northeastern OK are all of Carboniferous in age (~300-350 million years old) and this works perfectly for a time when crinoids were incredible abundant. Nice find!
Best,
Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 9:55 AM To: 'Matt' Subject: RE: Fossil
My pleasure!"
42,11 Aug 2015,Fossil dinosaur egg,Glassy nodule,N,"From: Richard Sent: Tuesday, August 11, 2015 1:44 PM  Subject: 
Hello..I would like my egg checkedout.....I'm out here in California. .it was found where they say there is not any dinoeggs-there...it  is for real!! 

From: Richard
Subject: Dinoegg
Date: August 11, 2015 1:44:08 PM EDT
To: Mark
Hello..my name is Rich Martinez. .I have this egg I need checked out...it was found where there aren't supposed to be any dinoeggs-found..
[Same photos attached]

From: Richard  Sent: Tuesday, August 18, 2015 1:14 AM
Subject: Dinoegg
Thankyou for your expertise hypothesis! it is greatly valued. ..I have made up ""my own version of what your looking at..1-nose or muzzle..   2-developing horn.. 3-head.. 4-tympanic membrane (not fully developed) 5-tail.. 6-body (not quite developed yet)..the only way to know for sure??..is....well.......CATSCAN.. 

From: Richard Sent: Tuesday, August 18, 2015 1:21 AM  Subject: Dinoegg
Also...this can be compared to ""reptile egg""more like a turtle egg (which is round).& not oblong..like a chicken egg...

From: Richard Sent: Tuesday, August 18, 2015 1:37 AM  Subject: Dino egg
Fyi......this egg was found in the CENTRAL SIERRA NEVADA FOOTHILLS...the valley was a floodplain....and NOT a desert...like most people were taught.......that's why it's the MOST FIRTILE ground in the WORLD......and I am a native American. ....and ancestorstoral-storys-handed-down says so....

[Sent in response to first 18 August email above]

From: Richard  Sent: Tuesday, August 18, 2015 10:05 AM  Subject: Dinoegg
Thankyou anyways for your observation. ...Afterall. ..you are the expert......I will be seeking other opinions..and possibly catscan..to determine whether it ""is""  or ""isnt""...

From: Richard Sent: Monday, August 24, 2015 11:48 PM  Subject: Dinoegg
Hello Carl......I know you have already formed your opinion. ..And  I do appreciate your comments. ....but I'm going to  send you this picture anyways. ..the flat surface of this thing was flat when it was found. ..but.im looking at it from this angle? ???and it's no longer flat...","From: Mark Sent: Tuesday, August 11, 2015 4:19 PM To: Carl Mehling Subject: Fwd: Dinoegg
one for you
m

From: Carl Mehling  Sent: Monday, August 17, 2015 5:06 PM To: 'Richard' Subject: RE: 
Hi Rich,
I have had a look at your attached photos, and I'd be very surprised if this was a fossil egg.  It somewhat resembles an egg, but the preservation and rock type are all wrong. The chips along the edge are what are called conchoidal fractures and are seen in obsidian, common glass, quartz, and other similar materials. These materials are unlike those found in genuine fossil eggs. Also, the ‘dings’ on the opposite face agree with a glassy material. Fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine surface ornamentation or a specific type of crystalline structure in cross-section. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – the more perfectly “egg-like” it is the less chance that it is a fossil egg. Your specimen lacks these eggshell features. Ironically, one strong indication that this is not an egg is that it is so egg-shaped: most fossil eggs are not ""egg-shaped"" because most fossil eggs come from non-avian dinosaurs and are everything from spherical to torpedo-shaped. 
Sorry to bring bad news,
Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 8:46 AM To: 'Richard' Subject: RE: Dinoegg
I’m sorry, Rich. I just don’t see anything there that would convince me this was a genuine fossil egg. I have seen and handled hundreds of real fossil eggs and this just doesn’t come close. Sorry. –Carl

From: Carl Mehling  Sent: Tuesday, August 25, 2015 9:47 AM To: 'Richard' Subject: RE: Dinoegg
Hi Richard,
I have indeed formed an opinion, but I am always open to more evidence. It appears that the surface has been ground somewhat producing a series of parallel scratches. Unfortunately this new picture only strengthens my view that this can’t be a fossil egg. Sorry.
Best, Carl"
43,12 Aug 2015,Possible fossil,Mammoth molar,Y,"From: janko Sent: Wednesday, August 12, 2015 7:09 AM  Subject: From river
Hi,
My father found this object in local river Sana (Prijedor, Bosnia and Hercegovina).
It is look like fossil. 
Unfortunately is broken in two part. 
Can you tell me something about this fossil?
With regards,
Janko

From: janko Sent: Monday, August 24, 2015 1:35 PM  Subject: RE: From river
Thanks for answer Carl, 
I am today back from holiday (16-24.8).
This information is very interesting for me.  
Object is founded on the bottom of river in the clay during swimming (clear luck). 
In local museum have no paleontology expert, and how I know this is first fossil founded on this way and location. 
If I find some sediments map or some information about geology of this area I will send.
For me is question: 
It is original location  where is founded or  water bring this object from some other location? It is possible to now?
With regards,
Janko

From: janko Sent: Tuesday, August 25, 2015 2:46 PM To: Carl Mehling Subject: RE: From river
Hi Carl, 
I am found geology map of this area, but with local language (for translation use Serbian or Croatian, it is same language). I hope that can some help.
This map is from Former Yugoslavia Ministry of Defence, it was confidential document. Probably better map does not exist.
River normaly is not strong, but have big amplitude. Last year have max. level ever at almost 6m, and this year have min. level ever with -0.20m at same point.
With regards,
Janko

From: janko Sent: Tuesday, August 25, 2015 4:33 PMSubject: RE: From river
Hi Carl,
We will try find more fossils!
If find something I will send new picture.
Thanks for answers.
With regards,
Janko","From: Carl Mehling  Sent: Monday, August 17, 2015 5:14 PM To: 'janko' Subject: RE: From river
Hi Janko,
Thanks for your email. I’ve had a look at your photos and I’m pretty sure you have a mammoth molar there. That is pretty exciting! Unfortunately, I know nothing about the sediments of your area so I can’t guess and age. But mammoths are fairly recent animals only going back to about 5 million years. Very nice find!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 25, 2015 9:36 AM To: 'janko' Subject: RE: From river
Hi Janko,
I would bet it originated where you found it. It is pretty large and unless that river is very strong it would be hard to move. But I think to be certain you would need a skilled geologist to look at the locality in person.
Best, Carl 

From: Carl Mehling  Sent: Tuesday, August 25, 2015 3:33 PM To: Ross Subject: FW: From river

Any interest in a mammoth tooth from Bosnia and Herzegovina?
[Included content from Janko’s first and last email, his maps, and one shot of the tooth]

From: Ross Sent: Tuesday, August 25, 2015 3:36 PM  Subject: RE: From river
hi carl, sorry, no. r

From: Carl Mehling  Sent: Tuesday, August 25, 2015 3:42 PM To: Ross Subject: RE: From river
Thanks!

From: Carl Mehling  Sent: Tuesday, August 25, 2015 3:35 PM To: 'janko@teol.net' Subject: RE: From river
Hi Janko,
Looks like where you found it is in the Kvartar, which has to be the Quaternary. And since mammoths went extinct in the early part of the Quaternary, the tooth must be Pleistocene in age (~10,000-1.8 million year old). You should go out and look for more fossils while the water is low!
Best, Carl 

From: Carl Mehling  Sent: Tuesday, August 25, 2015 4:51 PM To: 'janko@teol.net' Subject: RE: From river
Sounds good!"
44,12 Aug 2015,Fossil front toe or claw from early crocodillian or turtle,Flint nodule,N,"From: tim Sent: Wednesday, August 12, 2015 2:41 PM  Subject: fossil find near Roswell nm
Good day sir, I was out exploring near the Pecos River east of Roswell NM and found what I believe to be a fossil of the front toe or claw from an early crocodillian or turtle. Friends have found other croc fossils in the area so by the shape I thought it just might be. Another friend said it might be from a turtle. I would appreciate any input.
Thanks 
Tim","From: Carl Mehling  Sent: Monday, August 17, 2015 5:20 PM To: 'tim' Subject: RE: fossil find near Roswell nm
Hi Tim,
Thanks for your email. Unfortunately, I don’t think you have a fossil there. It’s lacking the fine details I would like to see to confidently ID it as a fossil. It looks a lot like a flint nodule: one of the most notorious kinds of fossil mimics.
Sorry for the bad news, Carl"
45,13 Aug 2015,Possible fossil,Fossil echinoid mold,Y,"From: Jill Sent: Thursday, August 13, 2015 4:30 AM  Subject: fossil identification
hi, I think I found a fossil on the beach, and am hoping it can be identified, I found your email address on  AMNH site.  It was found on Emsworth Beach (a stoney beach) in the South of England while I was on holiday. It measures roughly a 1.5 cm. but was difficult to measure as it was on a large irregular shapes rock. I think there are two smaller shapes coming out of the top of the larger shape but I'm not sure. You help would be greatly appreciated.
J.

From: Jill  Sent: Monday, August 17, 2015 5:37 PM  Subject: Re: fossil identification
Thank you for your response.  As a beginner fossil enthusiast, this is exciting ","From: Carl Mehling  Sent: Monday, August 17, 2015 5:35 PM To: 'Jill' Subject: RE: fossil identification
Hi Jill,
Thanks for your email. You have found a beautiful mold of an echinoid: a sea urchin. These are very common fossils on the south coast of England. It looks like the rocks where you found this are Eocene in age (~34-55 million years old). Nice find!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 8:41 AM To: 'Jill' Subject: RE: fossil identification
My pleasure!"
46,14 Aug 2015,Possible fossil fungus,Probable calcite cave formation,N,"From: Lauren Sent: Friday, August 14, 2015 9:51 AM  Subject: Fossil Identification
I was following a Washington rockhounding book's directions for common opal when I found this. It was at a diatomaceous earth mine north and across the river from the ginkgo petrified forest. I just read about the whale found in diatomaceous earth that changed the theory about it depositing slowly. I know most people don't think fungus can be preserved. I picked this piece up because it looked really strange, not thinking it was a type of fungus. I had it on my  dining room table when my step-son-in-law found it and said it looks just like a turkey tail mushroom. So, maybe you know what it is? ","From: Carl Mehling  Sent: Tuesday, August 18, 2015 8:57 AM To: 'Lauren' Subject: RE: Fossil Identification
Hi Lauren,
Thanks for your email. I can certainly see a strong resemblance to a shelf fungus here. But I think it is much more likely to be a calcite cave formation. The growth of calcite and the growth of shelf fungi are actually quite similar and can result in very similar shapes. Fossil shelf fungi are known but are exceptionally rare, which is one reason I am shying away from that ID. But the color, texture, and structure of the piece, especially the side opposite the “fungus” is very consistent with a calcitic cave decoration. Might there be nearby limestone deposits near where you found this?
Best, Carl"
47,15 Aug 2015,Fossils,Branching bryozoan and un known,M,"From: Rick Sent: Saturday, August 15, 2015 9:22 PM  Subject: Hi Carl!
Hi Carl!
Sorry to bother you again but Tannar was wondering about these.  As always, we really appreciate your time in helping us!  THANKS!  Rick
Both of these are small imprints.

From: Rick  Sent: Tuesday, August 18, 2015 9:34 AM  Subject: Re: Hi Carl!
As always. THANKS!!!!!","From: Carl Mehling  Sent: Tuesday, August 18, 2015 9:24 AM To: 'Rick Bunting' Subject: RE: Hi Carl!
Hi Guys!
That first one sure looks like a branching bryozoan – something that fits in nicely with the type of fossils you’ve been finding. Sadly, the second one could be almost anything. I agree, based on the common context, that it is probably a fossil, but I can’t even take the ID beyond that!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 10:19 AM To: 'Rick Bunting' Subject: RE: Hi Carl!
My pleasure!

[See also 1 July 2011, 5 August 2012, 4 September 2013, 31 May 2015]"
48,16 Aug 2015,Presumably fossil,Horn coral,N,"From: Larry  Sent: Sunday, August 16, 2015 1:52 PM  Subject: What is it?
Carl Mehling,

From: Larry
Sent: Tuesday, August 18, 2015 11:38 AM
Subject: Re: What is it?
Hi Carl,
Yes, this was found in Ohio.
Thank you so much for the information. 
Take care. 
Larry","From: Carl Mehling  Sent: Tuesday, August 18, 2015 9:44 AM To: 'Larry' Subject: RE: What is it?

Hi Larry,
Thanks for your email. It looks like your text may not have made it to me so I don't know where this was found but if I had to guess I'd say maybe somewhere in MI, OH, IN area? What you have is a gorgeous horn coral. Horn corals (a type of rugose coral) lived from about the beginning of the Ordovician to the end of the Permian (~488-250 million years ago) so you have a pretty old fossil there. For perspective, the oldest known dinosaur fossils are ~230 million years old. Nice find!
Best,
Carl 

From: Carl Mehling  Sent: Tuesday, August 18, 2015 12:56 PM To: 'Larry' Subject: RE: What is it?
My pleasure!"
49,16 Aug 2015,Possible fossil on possible fossil bone,Waterworn piece of coral with  attached weathered worm tube,N,"From: Steven Sent: Sunday, August 16, 2015 10:43 PM  Subject: Please help identifying this fossil
Hi Carl,
My daughter found this in Mexico and we wonder what it is (was). Btw, it looks like one fossil is on the fossil of a bone (the white part)
Thanks!

From: Steven Sent: Tuesday, August 18, 2015 10:27 AM
Subject: Re: Please help identifying this fossil
Hi Carl,
Thanks very much for the response.  On second look, the white piece does look like a weathered piece of coral and it was found on the sea shore!  The worm tube in interesting.  I looked this up on Google and I couldn't find any that looked as scaly as mine - maybe I just have the best looking example.
Thanks very much - this is a great service of the museum, Steven","From: Carl Mehling  Sent: Tuesday, August 18, 2015 9:49 AM To: 'Steven' Subject: RE: Please help identifying this fossil
Hi Steve,
Thanks for your email. I've had a look at your photo and feel pretty strongly that it is not a fossil. It appears to be a waterworn piece of coral with a weathered worm tube attached to it. I think it wouldn't be old enough to be  fossil. But it's a pretty cool find anyway!
Best,
Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 10:43 AM To: 'Steven' Subject: RE: Please help identifying this fossil
My pleasure, Steven. Glad to help!"
50,17 Aug 2015,Fossil,Fossil mammal calcaneum,Y,"From: Robin  Sent: Monday, August 17, 2015 7:34 PM  Subject: Found this on the beach in Florida
Hi Carl, I found this half-buried in wet sand during low tide in NE Florida, near Jacksonville, a week ago. It's very heavy, definitely fossilized (makes that China plate sound when tapped), and has lots of great texture and detail. The top of it has a 'socket' look to it.  Any ideas? Thanks, Robin
Found This In Florida
Started by crlentz, Yesterday, 11:10 AM
Last week, half-submerged in wet sand, near Jacksonville Beach. It's very heavy, and has lots of great textures and details. Some parts look spongey. Definitely a fossil, makes that China dinner plate sound when tapped. I'd love to know what it is. I posted on another forum and someone thought it might be seal or dolphin related. Someone else suggested an ankle bone. It has a socket feel to it at the 'top.' Any ideas? 
Auspex Posted Yesterday, 11:28 AM
It is a calcaneum, a ""heel"" bone, but I do not know from what animal.

crlentz Posted Yesterday, 11:32 AM
That's what the guy at AMNH thought, but he said to post it here to maybe narrow it down. Thanks for your quick response... 

Fossildude19 Posted Yesterday, 12:00 PM
Try comparing to the
Regards,
Tim

crlentz Posted Yesterday, 01:08 PM
Yes, this is definitely in that family of bones...hard to tell which this is, it's pretty thick, not at all slender like the deer, but with more heft than the cow...any idea how old it could be? 

Troodon Posted Yesterday, 01:43 PM
Welcome to the forum. Nice find. We have a couple of experts in this forum that I think can provide you an answer. 

Harry Pristis Posted Yesterday, 02:48 PM
It appears to be a camelid calcaneum.  Species is indeterminate, but the Florida Pleistocene is dominated by lamine (llamas) camelids.  An unusual beach find, I'd say.

jpevahouse Posted Yesterday, 05:41 PM
Definitely camel, the inward curve in the middle is characteristic of camel. Bison calcaneum has straight sides, horse has a more squared overall shape. Nice find.

crlentz Posted Yesterday, 07:20 PM
Wow camelid calcaneum sounds a lot more exciting than cow heel. Thanks so much for your help and enthusiasm. I've collected sharks' teeth from that beach my whole life, this is definitely my most exciting discovery (and there have been some great teeth!). 

From: Robin Sent: Tuesday, August 18, 2015 7:48 PM  Subject: Re: Found this on the beach in Florida
Thanks Carl, that forum works quickly!  The general conclusion is camel heel, from Pleistocene era Florida. What fun!
Robin","From: Carl Mehling  Sent: Tuesday, August 18, 2015 10:02 AM To: 'Robin' Subject: RE: Found this on the beach in Florida
Hi Robin,
Thanks for your email. Looks like you found yourself a fossil mammal calcaneus, or heel bone. I don’t know my mammals well enough to do much better than that, however. You should post this to the Fossil Forum. They are a huge community of very adept professionals and amateurs and a good number of them specialize in Florida fossils. See what they say. Nice find!
Best, Carl

From: Carl Mehling  Sent: Wednesday, August 19, 2015 11:10 AM To: 'Robin' Subject: RE: Found this on the beach in Florida
I knew they’d know, Robin. Great group! The Fossil Forum is my morning coffee – I am in the Fossil ID discussion all the time.
I was tempted to guess camel but it would’ve only been a rough guess and I don’t like talking outside my expertise! Great find!
-Carl"
51,18 Aug 2015,Presumably fossil,Probable mineral growth,N,"From: Brian Sent: Tuesday, August 18, 2015 1:28 AM To: Carl Mehling Cc: Brian
Subject: What am I looking at here
Found your email address on AMNH.org. I'm actually a previous Smithsonian employee myself, from back after I graduated college. Thanks for the offer to review samples. 
I found this rock when I took a wrong turn on a trail along Basin River in a glacier valley of Juneau, Alaska earlier this week. Never seen anything like it! Could you help me identify it?

From: Brian W. Miller [mailto:bmiller@mercworks.com]  Sent: Tuesday, August 18, 2015 12:51 PM  Subject: Re: What am I looking at here
Thank you Carl. Really appreciate the prompt response too! I'll continue to investigate it but it's a welcome addition to my collection either way. 
Will keep you posted if I learn anything to the contrary. Thanks again. 
Kind regards,
Brian","From: Carl Mehling  Sent: Tuesday, August 18, 2015 10:13 AM To: 'Brian' Subject: RE: What am I looking at here
Hi Brian,
Thanks for your email. I've had a look at your photos and feel pretty sure it's not a fossil. It lacks the finer details I would like to see in order to confidently ID it as a fossil. I think it is some kind of mineral growth but that's outside my expertise. Sorry!
Best,
Carl

From: Carl Mehling  Sent: Tuesday, August 18, 2015 12:58 PM To: 'Brian W. Miller' Subject: RE: What am I looking at here
My pleasure!"
